NodeGrant Stopwatch,2020-04-23 13:05:23.352579 -0400 EDT m=+0.000737505
0,Start,NodeNextGrant,3225891661
0,End,NodeNextGrant,3236366222
1,Start,NodeNextGrant,3257084901
1,End,NodeNextGrant,3267870997
2,Start,NodeNextGrant,3289018912
2,End,NodeNextGrant,3299541564
3,Start,NodeNextGrant,3321320312
3,End,NodeNextGrant,3332488231
4,Start,NodeNextGrant,3353889015
4,End,NodeNextGrant,3364400228
5,Start,NodeNextGrant,3385787061
5,End,NodeNextGrant,3396406112
6,Start,NodeNextGrant,3418167373
6,End,NodeNextGrant,3428555260
7,Start,NodeNextGrant,3450257230
7,End,NodeNextGrant,3460679865
8,Start,NodeNextGrant,3482558400
8,End,NodeNextGrant,3492805897
9,Start,NodeNextGrant,3515381861
9,End,NodeNextGrant,3526360022
10,Start,NodeNextGrant,3548956028
10,End,NodeNextGrant,3559606748
11,Start,NodeNextGrant,3581532946
11,End,NodeNextGrant,3592455112
12,Start,NodeNextGrant,3613990103
12,End,NodeNextGrant,3625091472
13,Start,NodeNextGrant,3647420499
13,End,NodeNextGrant,3657871180
14,Start,NodeNextGrant,3680205406
14,End,NodeNextGrant,3690972170
15,Start,NodeNextGrant,3714116215
15,End,NodeNextGrant,3725068982
16,Start,NodeNextGrant,3747257014
16,End,NodeNextGrant,3758540899
17,Start,NodeNextGrant,3780964067
17,End,NodeNextGrant,3791291255
18,Start,NodeNextGrant,3812918149
18,End,NodeNextGrant,3823332814
19,Start,NodeNextGrant,3845172930
19,End,NodeNextGrant,3855342341
20,Start,NodeNextGrant,3877096961
20,End,NodeNextGrant,3887992501
21,Start,NodeNextGrant,3916643248
21,End,NodeNextGrant,3927675440
22,Start,NodeNextGrant,3949643157
22,End,NodeNextGrant,3960057443
23,Start,NodeNextGrant,3981941194
23,End,NodeNextGrant,3992922146
24,Start,NodeNextGrant,4014196689
24,End,NodeNextGrant,4024755003
25,Start,NodeNextGrant,4046719230
25,End,NodeNextGrant,4057083547
26,Start,NodeNextGrant,4079548791
26,End,NodeNextGrant,4090104453
27,Start,NodeNextGrant,4113392490
27,End,NodeNextGrant,4124269103
28,Start,NodeNextGrant,4146947459
28,End,NodeNextGrant,4157631567
29,Start,NodeNextGrant,4179354641
29,End,NodeNextGrant,4189457831
30,Start,NodeNextGrant,4210105279
30,End,NodeNextGrant,4220280842
31,Start,NodeNextGrant,4242268935
31,End,NodeNextGrant,4252746373
32,Start,NodeNextGrant,4274743745
32,End,NodeNextGrant,4285754136
33,Start,NodeNextGrant,4308131151
33,End,NodeNextGrant,4318436294
34,Start,NodeNextGrant,4340505369
34,End,NodeNextGrant,4351488116
35,Start,NodeNextGrant,4374347083
35,End,NodeNextGrant,4384832564
36,Start,NodeNextGrant,4407326944
36,End,NodeNextGrant,4418366419
37,Start,NodeNextGrant,4441652333
37,End,NodeNextGrant,4452567702
38,Start,NodeNextGrant,4474426402
38,End,NodeNextGrant,4484862692
39,Start,NodeNextGrant,4506781876
39,End,NodeNextGrant,4516991202
40,Start,NodeNextGrant,4538581549
40,End,NodeNextGrant,4548958581
41,Start,NodeNextGrant,4570769952
41,End,NodeNextGrant,4580938886
42,Start,NodeNextGrant,4602079092
42,End,NodeNextGrant,4612514663
43,Start,NodeNextGrant,4634829345
43,End,NodeNextGrant,4645737672
44,Start,NodeNextGrant,4668168031
44,End,NodeNextGrant,4679419442
45,Start,NodeNextGrant,4702143942
45,End,NodeNextGrant,4713257093
46,Start,NodeNextGrant,4736205802
46,End,NodeNextGrant,4747140123
47,Start,NodeNextGrant,4770569516
47,End,NodeNextGrant,4781693982
48,Start,NodeNextGrant,4804968714
48,End,NodeNextGrant,4815334196
49,Start,NodeNextGrant,4838023599
49,End,NodeNextGrant,4849012528
50,Start,NodeNextGrant,4871239045
50,End,NodeNextGrant,4881805620
51,Start,NodeNextGrant,4904153329
51,End,NodeNextGrant,4914955297
52,Start,NodeNextGrant,4937294031
52,End,NodeNextGrant,4948480943
53,Start,NodeNextGrant,4970923370
53,End,NodeNextGrant,4981862712
54,Start,NodeNextGrant,5004333932
54,End,NodeNextGrant,5015718377
55,Start,NodeNextGrant,5038308010
55,End,NodeNextGrant,5049099471
56,Start,NodeNextGrant,5071620702
56,End,NodeNextGrant,5082015619
57,Start,NodeNextGrant,5103836465
57,End,NodeNextGrant,5114100492
58,Start,NodeNextGrant,5136454216
58,End,NodeNextGrant,5147469965
59,Start,NodeNextGrant,5169838280
59,End,NodeNextGrant,5180056242
60,Start,NodeNextGrant,5200965607
60,End,NodeNextGrant,5211060006
61,Start,NodeNextGrant,5232516163
61,End,NodeNextGrant,5242783937
62,Start,NodeNextGrant,5264486047
62,End,NodeNextGrant,5274694542
63,Start,NodeNextGrant,5295491544
63,End,NodeNextGrant,5305696363
64,Start,NodeNextGrant,5332385941
64,End,NodeNextGrant,5343410774
65,Start,NodeNextGrant,5365688635
65,End,NodeNextGrant,5376694070
66,Start,NodeNextGrant,5399619297
66,End,NodeNextGrant,5409809092
67,Start,NodeNextGrant,5432430095
67,End,NodeNextGrant,5443199633
68,Start,NodeNextGrant,5466249191
68,End,NodeNextGrant,5476605213
69,Start,NodeNextGrant,5499791381
69,End,NodeNextGrant,5510882613
70,Start,NodeNextGrant,5533254087
70,End,NodeNextGrant,5544266898
71,Start,NodeNextGrant,5566129459
71,End,NodeNextGrant,5577252027
72,Start,NodeNextGrant,5600386175
72,End,NodeNextGrant,5610608332
73,Start,NodeNextGrant,5633857579
73,End,NodeNextGrant,5645012321
74,Start,NodeNextGrant,5668057535
74,End,NodeNextGrant,5678320199
75,Start,NodeNextGrant,5700562365
75,End,NodeNextGrant,5711050610
76,Start,NodeNextGrant,5733013400
76,End,NodeNextGrant,5744154232
77,Start,NodeNextGrant,5765746344
77,End,NodeNextGrant,5776891820
78,Start,NodeNextGrant,5798916383
78,End,NodeNextGrant,5809973777
79,Start,NodeNextGrant,5832357714
79,End,NodeNextGrant,5843158875
80,Start,NodeNextGrant,5865657776
80,End,NodeNextGrant,5876564751
81,Start,NodeNextGrant,5899518496
81,End,NodeNextGrant,5910684184
82,Start,NodeNextGrant,5933375652
82,End,NodeNextGrant,5944380784
83,Start,NodeNextGrant,5967123700
83,End,NodeNextGrant,5977822022
84,Start,NodeNextGrant,5999860450
84,End,NodeNextGrant,6010774135
85,Start,NodeNextGrant,6033461192
85,End,NodeNextGrant,6044438379
86,Start,NodeNextGrant,6066412763
86,End,NodeNextGrant,6077313400
87,Start,NodeNextGrant,6100348280
87,End,NodeNextGrant,6111419115
88,Start,NodeNextGrant,6133447968
88,End,NodeNextGrant,6144444608
89,Start,NodeNextGrant,6166958988
89,End,NodeNextGrant,6177990619
90,Start,NodeNextGrant,6199073497
90,End,NodeNextGrant,6209418412
91,Start,NodeNextGrant,6230391924
91,End,NodeNextGrant,6241147051
92,Start,NodeNextGrant,6262456144
92,End,NodeNextGrant,6272765038
93,Start,NodeNextGrant,6293749419
93,End,NodeNextGrant,6304042528
94,Start,NodeNextGrant,6325315486
94,End,NodeNextGrant,6336115249
95,Start,NodeNextGrant,6359531164
95,End,NodeNextGrant,6370556612
96,Start,NodeNextGrant,6393526359
96,End,NodeNextGrant,6404226748
97,Start,NodeNextGrant,6427094911
97,End,NodeNextGrant,6437645787
98,Start,NodeNextGrant,6460812025
98,End,NodeNextGrant,6471161230
99,Start,NodeNextGrant,6493398480
99,End,NodeNextGrant,6503827228
100,Start,NodeNextGrant,6527064430
100,End,NodeNextGrant,6537243654
101,Start,NodeNextGrant,6559535998
101,End,NodeNextGrant,6570222977
102,Start,NodeNextGrant,6592920739
102,End,NodeNextGrant,6603393763
103,Start,NodeNextGrant,6626260048
103,End,NodeNextGrant,6637401807
104,Start,NodeNextGrant,6659411389
104,End,NodeNextGrant,6670233720
105,Start,NodeNextGrant,6693028874
105,End,NodeNextGrant,6703416417
106,Start,NodeNextGrant,6725728361
106,End,NodeNextGrant,6736064611
107,Start,NodeNextGrant,6758072740
107,End,NodeNextGrant,6769199128
108,Start,NodeNextGrant,6791675091
108,End,NodeNextGrant,6802287682
109,Start,NodeNextGrant,6824834159
109,End,NodeNextGrant,6835416948
110,Start,NodeNextGrant,6856683643
110,End,NodeNextGrant,6866806615
111,Start,NodeNextGrant,6889164109
111,End,NodeNextGrant,6900198585
112,Start,NodeNextGrant,6922251766
112,End,NodeNextGrant,6933196974
113,Start,NodeNextGrant,6956132783
113,End,NodeNextGrant,6967240413
114,Start,NodeNextGrant,6989663916
114,End,NodeNextGrant,6999994874
115,Start,NodeNextGrant,7022562711
115,End,NodeNextGrant,7032764223
116,Start,NodeNextGrant,7054218063
116,End,NodeNextGrant,7064794800
117,Start,NodeNextGrant,7086558073
117,End,NodeNextGrant,7097420389
118,Start,NodeNextGrant,7119276995
118,End,NodeNextGrant,7130112411
119,Start,NodeNextGrant,7152831512
119,End,NodeNextGrant,7163925992
120,Start,NodeNextGrant,7185309057
120,End,NodeNextGrant,7195529549
121,Start,NodeNextGrant,7216305839
121,End,NodeNextGrant,7226421280
122,Start,NodeNextGrant,7249020996
122,End,NodeNextGrant,7260159593
123,Start,NodeNextGrant,7282602149
123,End,NodeNextGrant,7293071120
124,Start,NodeNextGrant,7315381888
124,End,NodeNextGrant,7325640888
125,Start,NodeNextGrant,7347931514
125,End,NodeNextGrant,7358928306
126,Start,NodeNextGrant,7381927084
126,End,NodeNextGrant,7392963487
127,Start,NodeNextGrant,7416442041
127,End,NodeNextGrant,7427542994
128,Start,NodeNextGrant,7450178546
128,End,NodeNextGrant,7461134107
129,Start,NodeNextGrant,7482858641
129,End,NodeNextGrant,7493000747
130,Start,NodeNextGrant,7515568486
130,End,NodeNextGrant,7526288533
131,Start,NodeNextGrant,7548462373
131,End,NodeNextGrant,7559403139
132,Start,NodeNextGrant,7581548122
132,End,NodeNextGrant,7591968833
133,Start,NodeNextGrant,7613713709
133,End,NodeNextGrant,7624063603
134,Start,NodeNextGrant,7646363240
134,End,NodeNextGrant,7657088781
135,Start,NodeNextGrant,7679830730
135,End,NodeNextGrant,7690113147
136,Start,NodeNextGrant,7714983990
136,End,NodeNextGrant,7725359283
137,Start,NodeNextGrant,7749159819
137,End,NodeNextGrant,7759429773
138,Start,NodeNextGrant,7780776561
138,End,NodeNextGrant,7791100239
139,Start,NodeNextGrant,7812692649
139,End,NodeNextGrant,7823192230
140,Start,NodeNextGrant,7844828135
140,End,NodeNextGrant,7855340369
141,Start,NodeNextGrant,7882187088
141,End,NodeNextGrant,7892894397
142,Start,NodeNextGrant,7914455463
142,End,NodeNextGrant,7924689659
143,Start,NodeNextGrant,7947162244
143,End,NodeNextGrant,7957484531
144,Start,NodeNextGrant,7979831556
144,End,NodeNextGrant,7990047299
145,Start,NodeNextGrant,8012757855
145,End,NodeNextGrant,8023242266
146,Start,NodeNextGrant,8045526501
146,End,NodeNextGrant,8056399934
147,Start,NodeNextGrant,8079339940
147,End,NodeNextGrant,8090202417
148,Start,NodeNextGrant,8111875047
148,End,NodeNextGrant,8122938284
149,Start,NodeNextGrant,8145182392
149,End,NodeNextGrant,8156204889
150,Start,NodeNextGrant,8178988448
150,End,NodeNextGrant,8189408221
151,Start,NodeNextGrant,8212132841
151,End,NodeNextGrant,8222519043
152,Start,NodeNextGrant,8243089311
152,End,NodeNextGrant,8253171237
153,Start,NodeNextGrant,8275396510
153,End,NodeNextGrant,8285721115
154,Start,NodeNextGrant,8308439827
154,End,NodeNextGrant,8319303397
155,Start,NodeNextGrant,8342106163
155,End,NodeNextGrant,8352671923
156,Start,NodeNextGrant,8375505907
156,End,NodeNextGrant,8386405351
157,Start,NodeNextGrant,8408740325
157,End,NodeNextGrant,8419641580
158,Start,NodeNextGrant,8441197154
158,End,NodeNextGrant,8452131397
159,Start,NodeNextGrant,8474455361
159,End,NodeNextGrant,8484709505
160,Start,NodeNextGrant,8507308351
160,End,NodeNextGrant,8518440127
161,Start,NodeNextGrant,8541438936
161,End,NodeNextGrant,8552420946
162,Start,NodeNextGrant,8574994419
162,End,NodeNextGrant,8585868458
163,Start,NodeNextGrant,8608953535
163,End,NodeNextGrant,8619150649
164,Start,NodeNextGrant,8642483726
164,End,NodeNextGrant,8653475591
165,Start,NodeNextGrant,8676220138
165,End,NodeNextGrant,8686896873
166,Start,NodeNextGrant,8708992193
166,End,NodeNextGrant,8719262685
167,Start,NodeNextGrant,8740751014
167,End,NodeNextGrant,8751741321
168,Start,NodeNextGrant,8774009174
168,End,NodeNextGrant,8784324897
169,Start,NodeNextGrant,8807310738
169,End,NodeNextGrant,8818491162
170,Start,NodeNextGrant,8840739872
170,End,NodeNextGrant,8851102875
171,Start,NodeNextGrant,8874011128
