NodeGrant Stopwatch,2020-04-23 13:05:24.93732 -0400 EDT m=+0.000754145
0,Start,NodeNextGrant,1630409203
0,End,NodeNextGrant,1641017471
1,Start,NodeNextGrant,1662081290
1,End,NodeNextGrant,1672217073
2,Start,NodeNextGrant,1693855727
2,End,NodeNextGrant,1704127475
3,Start,NodeNextGrant,1725538864
3,End,NodeNextGrant,1736280764
4,Start,NodeNextGrant,1758676718
4,End,NodeNextGrant,1769002778
5,Start,NodeNextGrant,1790432018
5,End,NodeNextGrant,1800942831
6,Start,NodeNextGrant,1822633168
6,End,NodeNextGrant,1833235693
7,Start,NodeNextGrant,1855069190
7,End,NodeNextGrant,1865305325
8,Start,NodeNextGrant,1887083598
8,End,NodeNextGrant,1897477450
9,Start,NodeNextGrant,1919807111
9,End,NodeNextGrant,1930298850
10,Start,NodeNextGrant,1953109851
10,End,NodeNextGrant,1964007831
11,Start,NodeNextGrant,1985944706
11,End,NodeNextGrant,1996472156
12,Start,NodeNextGrant,2018188425
12,End,NodeNextGrant,2029135238
13,Start,NodeNextGrant,2051249484
13,End,NodeNextGrant,2062478282
14,Start,NodeNextGrant,2084232078
14,End,NodeNextGrant,2095224285
15,Start,NodeNextGrant,2117891715
15,End,NodeNextGrant,2128993406
16,Start,NodeNextGrant,2151231295
16,End,NodeNextGrant,2162211198
17,Start,NodeNextGrant,2184860612
17,End,NodeNextGrant,2195889853
18,Start,NodeNextGrant,2217424493
18,End,NodeNextGrant,2227865848
19,Start,NodeNextGrant,2249726084
19,End,NodeNextGrant,2260128601
20,Start,NodeNextGrant,2281637958
20,End,NodeNextGrant,2292044118
21,Start,NodeNextGrant,2320406928
21,End,NodeNextGrant,2331558785
22,Start,NodeNextGrant,2354434483
22,End,NodeNextGrant,2364689704
23,Start,NodeNextGrant,2386121725
23,End,NodeNextGrant,2397123382
24,Start,NodeNextGrant,2418858970
24,End,NodeNextGrant,2429358603
25,Start,NodeNextGrant,2451364223
25,End,NodeNextGrant,2461681820
26,Start,NodeNextGrant,2483457891
26,End,NodeNextGrant,2494577945
27,Start,NodeNextGrant,2517269049
27,End,NodeNextGrant,2528327604
28,Start,NodeNextGrant,2551197303
28,End,NodeNextGrant,2561973392
29,Start,NodeNextGrant,2584267624
29,End,NodeNextGrant,2594448217
30,Start,NodeNextGrant,2615159429
30,End,NodeNextGrant,2625253752
31,Start,NodeNextGrant,2646867195
31,End,NodeNextGrant,2657380200
32,Start,NodeNextGrant,2679299331
32,End,NodeNextGrant,2689795590
33,Start,NodeNextGrant,2712374068
33,End,NodeNextGrant,2723256971
34,Start,NodeNextGrant,2745037175
34,End,NodeNextGrant,2755417315
35,Start,NodeNextGrant,2778703162
35,End,NodeNextGrant,2789230755
36,Start,NodeNextGrant,2811892836
36,End,NodeNextGrant,2822224299
37,Start,NodeNextGrant,2845465487
37,End,NodeNextGrant,2856591748
38,Start,NodeNextGrant,2879040781
38,End,NodeNextGrant,2889358299
39,Start,NodeNextGrant,2911011597
39,End,NodeNextGrant,2921810407
40,Start,NodeNextGrant,2943136009
40,End,NodeNextGrant,2953658945
